nu,sw,nu-err,sw-err,nu-ref,sw-ref
2781.362468,3.12e-29,3,3,744,744
2781.366639,1.127e-26,5,3,245,242
2781.37973,2.172e-25,3,3,239,257
2781.391261,2.537e-22,3,5,744,744
2781.391599,1.199e-22,3,5,744,744
2781.405861,7.547e-23,3,5,744,744
2781.421466,2.044e-29,1,6,752,752
2781.42198,1.27e-23,3,4,744,744
2781.422496,2.53e-28,1,4,752,752
2781.423009,2.93e-29,1,6,752,752
2781.423686,6.773e-29,3,3,245,242
2781.4335,6.401e-25,4,3,247,744
2781.437533,4.243e-27,3,3,245,242
2781.441922,4.942e-25,3,3,744,744
2781.449459,4.425e-29,3,5,752,752
2781.458664,8.212e-23,3,5,744,744
2781.46897,9.749e-29,1,5,752,752
2781.473996,2.56e-25,3,6,752,752
2781.47829,1.533e-28,2,3,247,744
2781.484879,3.894e-29,1,3,752,752
2781.521409,2.535e-25,3,3,239,257
2781.523696,4.296e-24,3,6,752,752
2781.531387,8.806e-28,2,3,247,744
2781.536272,3.272e-29,2,3,247,744
2781.53854,7.143e-29,3,3,245,242
2781.556068,4.22e-26,3,3,744,744
2781.560799,2.38e-26,3,3,744,744
2781.562149,1.631e-24,3,4,744,744
2781.571096,1.915e-28,5,3,245,242
2781.584413,4.639e-26,3,3,744,744
2781.588742,9.961e-27,1,6,752,752
2781.592322,3.649e-25,3,3,744,744
2781.59357,2.959e-24,3,6,752,752
2781.611662,9.421e-29,3,3,245,242
2781.611996,7.267e-27,3,6,752,752
2781.617435,8.128e-29,3,3,245,242
2781.620752,1.088e-27,5,3,245,254
2781.625317,1.556e-28,2,3,247,744
2781.638407,7.254e-25,3,3,239,257
2781.639865,9.381e-29,1,6,752,752
2781.643515,7.914e-29,1,5,752,752
2781.675966,6.465e-29,3,3,245,242
2781.678582,6.491e-28,2,3,247,744
2781.692742,7.059e-28,3,3,247,744
2781.716896,4.963e-29,1,6,752,752
2781.727296,6.404e-29,3,3,245,242
2781.755356,1.641e-27,3,3,247,744
2781.764451,1.041e-28,3,3,245,242
2781.769495,9.298e-29,3,3,245,242
2781.776356,6.86e-28,3,3,247,744
2781.789031,1.101e-28,1,5,752,752
2781.797138,1.542e-24,3,4,744,744
2781.801813,1.369e-24,3,4,744,744
2781.809138,2.301e-27,3,3,247,744
2781.813107,7.748e-29,1,5,752,752
2781.822905,2.202e-29,2,3,247,744
2781.827886,1.051e-28,2,3,247,744
2781.848685,1.078e-28,3,3,245,242
2781.859185,4.185e-25,3,3,239,257
2781.888609,2.729e-27,3,6,752,752
2781.905525,1.524e-28,2,3,247,744
2781.912225,7.635e-29,3,3,245,242
2781.947538,1.296e-24,3,4,744,744
2781.94755,1.472e-28,3,3,245,242
2781.957126,1.702e-28,2,3,247,744
2781.964519,4.259e-29,1,4,752,752
2781.96893,8.036e-28,3,3,245,254
2781.977107,9.359e-29,3,3,245,242
2781.980225,8.559e-29,3,3,245,242
2781.980747,9.52e-28,3,3,247,744
2781.981695,1.877e-24,3,3,239,257
2781.986288,5.7e-25,3,3,239,257
2781.991518,1.595e-28,2,3,247,744
2782.010635,2.057e-26,5,3,245,254
2782.039109,9.403e-28,3,6,752,752
2782.058429,2.925e-24,3,6,752,752
2782.071373,1.281e-28,3,3,245,254
2782.086222,9.58e-27,3,3,744,744
2782.164238,8.205e-24,3,4,744,744
2782.182668,5.128e-25,4,3,247,744
2782.182674,5.128e-25,4,3,247,744
2782.212933,2.679e-27,3,3,245,242
2782.225457,6.773e-29,3,3,245,242
2782.227135,6.281e-29,3,3,245,242
2782.228593,4.705e-25,4,6,752,752
2782.232968,5.628e-27,5,3,245,242
2782.237823,2.669e-29,2,3,247,744
2782.239738,8.964e-24,3,4,744,744
2782.24377,1.829e-28,3,3,245,242
2782.244966,4.373e-29,2,3,247,744
2782.251198,3.519e-26,3,6,752,752
2782.256189,1.269e-28,1,4,752,752
2782.265213,7.653e-29,3,3,744,744
2782.265794,1.413e-27,3,3,744,744
2782.267726,3.3e-28,3,3,245,254
2782.27185,1.754e-25,3,3,744,744
2782.296198,1.159e-29,1,4,752,752
2782.299693,5.144e-25,4,6,752,752
2782.329376,3.112e-25,4,3,744,744
2782.336898,6.214e-25,3,6,752,752
2782.337139,4.384e-25,3,3,239,257
2782.338026,5.277e-28,3,3,245,254
2782.338802,9.544e-29,3,3,245,242
2782.353677,2.555e-25,3,3,239,257
2782.355392,1.181e-28,1,6,752,752
2782.36149,1.726e-24,3,3,239,257
2782.363379,2.345e-23,3,4,744,744
2782.377437,4.137e-26,4,3,744,744
2782.418057,1.07e-26,3,3,744,744
2782.42225,2.383e-26,3,3,744,744
2782.430025,8.928e-29,3,3,245,242
2782.44123,3.587e-29,2,3,247,744
2782.441438,7.747e-27,3,3,744,744
2782.448766,1.275e-26,3,3,245,242
2782.474506,9.53e-26,3,6,752,752
2782.4923,2e-22,3,5,1127,744
2782.492737,2.447e-24,4,4,744,744
2782.497043,6.297e-25,3,3,239,257
2782.499925,5.152e-25,4,3,744,744
2782.515793,1.256e-26,5,3,245,242
2782.533109,7.776e-29,3,5,752,752
2782.534703,7.375e-23,4,5,744,744
2782.536882,5.158e-29,2,3,247,744
2782.538955,5.341e-25,3,3,239,257
2782.546776,4.56e-26,4,3,744,744
2782.550666,1.201e-28,1,5,752,752
2782.551025,1.493e-25,3,6,752,752
2782.55677,1.362e-29,1,3,744,744
2782.583979,1.622e-23,3,4,744,744
2782.587925,3.023e-28,3,3,245,242
2782.595437,1.407e-28,3,3,752,752
2782.610137,8.314e-23,4,5,744,744
2782.626525,2.58e-26,3,6,752,752
2782.633486,6.457e-25,3,3,239,257
2782.635837,1.755e-26,3,6,752,752
2782.650003,1.175e-24,4,4,744,744
2782.652951,1.043e-29,1,6,752,752
2782.661427,6.816e-25,3,3,239,257
2782.666855,4.082e-28,3,3,245,242
2782.695206,3.279e-28,3,6,752,752
2782.707842,3.809e-25,3,6,752,752
2782.714062,7.52e-24,3,4,744,744
2782.715176,2.675e-25,4,3,744,744
2782.718143,2.999e-28,3,3,245,254
2782.73508,1.745e-29,1,3,744,744
2782.736428,7.451e-29,3,3,245,242
2782.747125,7.939e-25,4,3,744,744
2782.748927,8.928e-28,3,3,245,242
2782.762273,5.585e-27,3,6,752,752
2782.767403,2.01e-23,4,4,744,744
2782.779452,2.346e-28,3,6,752,752
2782.786287,7.128e-24,4,4,744,744
2782.800535,2.335e-29,2,3,247,744
2782.821931,6.958e-27,5,3,245,242
2782.831898,2.001e-27,3,3,245,242
2782.833373,4.701e-26,3,6,752,752
2782.834572,1.821e-24,3,4,744,744
2782.848175,2.42e-28,3,3,245,242
2782.850552,3.087e-28,3,6,752,752
2782.868586,2.562e-29,2,3,247,744
2782.875582,7.697e-29,3,3,245,242
2782.88863,4.942e-25,3,3,239,257
2782.890894,5.33e-28,3,3,744,744
2782.910128,1.367e-27,3,6,752,752
2782.915045,6.471e-29,2,3,247,744
2782.91615,1.385e-24,3,4,744,744
2782.917372,1.662e-24,4,4,744,744
2782.918632,1.466e-29,1,4,752,752
2782.920897,1.535e-22,3,5,744,744
2782.921683,4.282e-29,2,3,247,744
2782.930797,4.942e-24,3,3,239,257
2782.930932,7.882e-27,5,3,245,242
2782.934662,4.531e-23,3,4,744,744
2782.950528,1.27e-28,3,6,752,752
2782.96103,4.145e-25,3,3,239,257
2782.962091,3.045e-25,3,3,239,257
2782.971068,5.63e-26,3,3,247,744
2782.971166,3.38e-26,3,3,247,744
2782.971215,2.252e-26,3,3,247,744
2782.975874,1.031e-27,3,3,247,744
2782.983525,2.038e-26,4,3,744,744
2782.985519,1.496e-28,3,3,245,242
2782.994641,7.67e-25,3,3,744,744
2782.999157,1.281e-28,3,3,245,242
2783.00257,6.812e-24,3,4,744,744
2783.010176,1.018e-24,4,4,744,744
2783.036464,3.136e-28,2,3,247,744
2783.050481,9.175e-29,3,3,245,242
2783.064256,1.287e-26,3,6,752,752
2783.068878,1.117e-28,2,3,247,744
2783.072431,2.077e-24,4,4,744,744
2783.075019,2.044e-28,3,3,245,242
2783.07807,1.053e-24,3,4,744,744
2783.080717,7.327e-28,3,3,245,242
2783.084117,1.964e-28,3,3,245,242
2783.092815,1.164e-26,5,3,245,242
2783.095119,5.039e-29,2,3,247,744
2783.097416,1.367e-28,3,3,245,254
2783.113956,3.99e-25,3,6,752,752
2783.125947,2.894e-28,3,3,245,242
2783.134772,9.583e-26,4,3,744,744
2783.149373,1.527e-28,3,3,245,254
2783.161323,2.207e-28,2,3,247,744
2783.166711,1.528e-29,1,6,752,752
2783.169376,2.796e-28,3,3,245,242
2783.172957,1.53e-29,1,6,752,752
2783.180231,6.88e-25,4,3,744,744
2783.186166,8.043e-29,1,4,752,752
2783.188558,3.234e-25,4,3,744,744
2783.202256,6.093e-28,3,6,752,752
2783.219314,6.384e-24,4,4,744,744
2783.241227,3.439e-29,3,6,752,752
2783.242693,1.121e-28,3,3,245,242
2783.248067,2.069e-28,3,3,245,242
2783.258012,3.682e-28,3,3,245,242
2783.260317,8.066e-29,3,3,245,242
2783.272653,2.03e-23,4,4,744,744
2783.276089,2.745e-29,3,5,752,752
2783.282891,7.354e-27,3,3,744,744
2783.286869,5.941e-25,4,6,752,752
2783.303172,1.362e-24,4,4,744,744
2783.307179,5.66e-25,3,3,239,257
2783.311837,5.289e-27,5,3,245,242
2783.321831,4.658e-27,4,3,744,744
2783.322353,2.92e-23,4,4,744,744
2783.332948,1.723e-27,3,3,247,744
2783.338958,3.926e-24,4,4,744,744
2783.357969,6.212e-25,4,6,752,752
2783.361941,1.946e-26,3,3,245,254
2783.36595,4.495e-28,3,3,245,242
2783.368659,4.513e-28,3,3,245,242
2783.370241,1.56e-24,3,4,744,744
2783.37236,1.392e-26,3,3,245,242
2783.372584,1.507e-27,1,5,752,752
2783.37598,1.423e-27,1,5,752,752
2783.382094,8.792e-28,3,3,744,744
2783.410653,8.545e-23,4,5,744,744
2783.432815,5.3e-29,2,3,247,744
2783.462433,4.344e-25,3,3,239,257
2783.496333,1.307e-28,2,3,247,744
2783.500291,4.874e-24,3,4,744,744
2783.504098,5.074e-28,3,3,245,242
2783.505336,1.098e-29,2,3,247,744
2783.520898,2.229e-28,3,3,245,242
2783.521196,8.682e-29,3,3,245,242
2783.535234,5.348e-29,2,3,247,744
2783.598172,6.717e-25,4,3,744,744
2783.628583,3.284e-24,3,3,239,257
2783.655944,4.538e-25,4,3,744,744
2783.668025,5.445e-23,3,5,744,744
2783.668691,5.019e-25,3,3,744,744
2783.67661,8.933e-29,2,3,247,744
2783.680047,5.283e-28,3,3,245,242
2783.750467,8.888e-25,3,3,239,257
2783.766168,2.204e-26,3,3,245,242
2783.769034,2.617e-28,3,3,245,242
2783.775811,8.154e-22,4,5,744,744
2783.783497,3.633e-26,3,3,245,242
2783.789163,1.054e-29,1,3,744,744
2783.807728,1.213e-29,1,3,744,744
2783.832412,1.123e-22,4,5,744,744
2783.832858,1.594e-25,4,3,744,744
2783.835881,8.896e-27,3,3,247,744
2783.852372,4.344e-25,3,3,239,257
2783.854047,1.465e-26,3,3,245,242
2783.869503,3.24e-25,3,3,239,257
2783.869522,6.589e-29,3,3,245,242
2783.882273,1.256e-26,3,3,245,242
2783.893211,1.159e-28,1,6,752,752
2783.895561,1.966e-28,1,6,752,752
2783.898189,5.061e-28,3,3,245,242
2783.915911,5.597e-26,5,3,245,242
2783.937001,2.108e-25,3,3,239,257
2783.947712,9.567e-25,4,3,744,744
2783.960037,2.112e-27,3,3,245,242
2783.963691,5.034e-26,3,3,744,744
2783.980511,6.243e-25,4,6,752,752
2783.982994,1.085e-27,3,3,744,744
2784.000244,9.655e-27,4,3,744,744
2784.006873,1.49e-26,3,3,245,242
2784.020911,4.771e-25,4,6,752,752
2784.042703,6.034e-28,3,3,245,242
2784.061743,4.504e-25,3,3,239,257
2784.065112,7.293e-24,4,4,744,744
2784.069044,1.056e-24,3,3,239,257
2784.076433,4.874e-25,4,3,744,744
2784.082861,4.993e-28,1,6,752,752
2784.102521,7.203e-24,3,4,744,744
2784.113265,2.575e-25,3,6,752,752
2784.132596,4.569e-23,3,4,744,744
2784.140985,8.066e-26,5,3,245,242
2784.142921,1.855e-22,3,5,744,744
2784.144882,6.773e-27,3,3,245,242
2784.149826,3.941e-27,3,3,245,242
2784.151057,3.48e-26,3,3,247,744
2784.154036,1.361e-27,3,3,245,242
2784.155406,1.362e-22,4,5,744,744
2784.157916,4.895e-28,1,6,752,752
2784.159802,4.427e-28,3,3,245,242
2784.19226,2.079e-26,3,3,247,744
2784.202499,1.379e-26,3,3,247,744
2784.214124,7.314e-28,3,3,744,744
2784.219977,1.213e-28,3,3,245,242
2784.221675,6.258e-25,3,3,239,257
2784.230906,1.828e-23,4,4,744,744
2784.237517,5.536e-28,3,3,245,242
2784.247896,2.666e-25,3,3,744,744
2784.275725,5.234e-27,3,3,245,242
2784.310565,1.228e-27,3,3,247,744
2784.323633,4.085e-27,4,3,744,744
2784.336051,2.722e-25,3,3,239,257
2784.337219,7.126e-29,2,3,247,744
2784.344402,5.463e-22,4,5,744,744
2784.34485,1.933e-28,3,3,245,242
2784.365296,2.166e-24,3,4,744,744
2784.366937,4.352e-23,3,6,752,752
2784.386404,1.884e-27,3,3,245,254
2784.395361,5.62e-25,3,3,239,257
2784.43106,1.071e-25,5,3,245,242
2784.43717,9.505e-27,3,3,247,744
2784.438189,2.48e-29,2,3,247,744
2784.43896,9.493e-27,3,3,247,744
2784.445135,9.8e-29,1,5,752,752
2784.463107,3.51e-28,3,3,245,242
2784.545228,2.49e-24,3,6,752,752
2784.5524,3.571e-28,3,3,245,242
2784.560033,1.64e-27,4,3,744,744
2784.561465,3.424e-27,3,3,245,242
2784.567144,2.133e-22,4,5,744,744
2784.640521,6.17e-24,3,6,752,752
2784.653958,1.597e-22,3,5,744,744
2784.656278,4.494e-23,3,4,744,744
2784.663751,2.229e-27,3,3,245,242
2784.668329,1.25e-28,3,3,245,242
2784.67173,2.845e-28,3,3,245,242
2784.675612,9.855e-25,4,3,247,744
2784.680524,6.68e-27,3,3,744,744
2784.68495,9.711e-24,3,4,744,744
2784.685448,7.722e-28,3,3,245,254
2784.708165,2.838e-25,3,3,239,257
2784.716475,1.22e-29,1,4,752,752
2784.721714,6.275e-29,3,3,744,744
2784.729458,1.533e-23,3,4,744,744
2784.740134,1.884e-23,4,4,744,744
2784.741878,4.012e-23,3,4,744,744
2784.753365,3.408e-28,2,3,247,744
2784.756939,3.67e-27,3,3,245,254
2784.75926,1.808e-22,3,5,744,744
2784.760398,1.318e-25,5,3,245,242
2784.782599,8.14e-27,3,3,245,254
2784.783437,5.092e-24,4,4,247,744
2784.787744,9.158e-25,3,3,744,744
2784.792428,1.207e-27,3,3,245,242
2784.796765,2.548e-24,3,4,744,744
2784.801457,5.947e-26,1,6,752,752
2784.803307,2.469e-28,3,3,245,242
2784.807013,4.235e-24,4,4,247,744
2784.812555,8.936e-26,1,6,752,752
2784.822041,8.871e-24,3,6,752,752
2784.831642,1.482e-24,4,6,752,752
2784.834491,1.51e-25,1,6,752,752
2784.862441,4.412e-26,3,6,752,752
2784.869642,1.191e-24,4,6,752,752
2784.87456,2.166e-25,3,3,744,744
2784.876339,4.963e-28,3,3,245,242
2784.884834,2.158e-24,4,4,744,744
2784.891965,4.484e-23,3,4,744,744
2784.911488,1.106e-25,3,6,752,752
2784.921319,2.736e-27,1,6,752,752
2784.921544,4.106e-27,1,6,752,752
2784.921794,9.298e-28,3,3,245,242
2784.921993,6.823e-27,1,6,752,752
2784.925018,1.009e-25,3,3,247,744
2784.938448,1.159e-23,3,4,744,744
2784.941465,1.033e-24,3,4,744,744
2784.951888,5.716e-26,3,6,752,752
2784.95656,1.558e-26,5,3,245,242
2784.957437,2.494e-24,4,4,744,744
2784.963007,3.591e-25,3,3,239,257
2784.963058,5.79e-24,3,6,752,752
2784.99196,3.735e-26,3,3,744,744
2784.997124,9.139e-27,3,3,744,744
2784.999977,1.461e-28,2,3,247,744
2785.003625,9.448e-23,4,5,247,744
2785.007137,9.28e-24,4,4,744,744
2785.016179,7.896e-29,2,3,247,744
2785.019505,7.82e-29,3,3,245,242
2785.033136,6.166e-25,4,6,752,752
2785.048758,2.475e-26,3,6,752,752
2785.074582,5.585e-26,3,3,247,744
2785.075269,6.258e-25,3,3,239,257
2785.091798,1.236e-28,2,3,247,744
2785.095437,1.671e-23,4,4,744,744
2785.101107,5.785e-26,3,3,247,744
2785.10177,1.49e-25,5,3,245,242
2785.104236,7.102e-29,4,5,752,752
2785.105675,2.507e-25,3,3,239,257
2785.134263,3.924e-25,4,6,752,752
2785.134281,1.65e-27,3,3,245,242
2785.148043,1.456e-29,1,4,752,752
2785.151317,5.779e-28,2,3,247,744
2785.172629,1.496e-28,3,3,245,242
2785.189963,1.206e-24,4,6,752,752
2785.222611,4.623e-25,3,3,239,257
2785.22839,2.894e-28,3,3,245,242
2785.24114,1.929e-23,4,4,744,744
2785.248092,5.739e-25,3,3,239,257
2785.266536,3.558e-27,3,3,247,744
2785.285721,1.232e-26,5,3,245,254
2785.292851,3.004e-28,2,3,247,744
2785.31214,5.32e-23,4,5,744,744
2785.332722,2.346e-27,3,3,245,242
2785.353228,1.038e-29,2,3,247,744
2785.378192,1.821e-24,3,3,239,257
2785.389957,2.475e-24,3,3,239,257
2785.429528,1.515e-25,5,3,245,242
2785.499103,5.5e-28,3,3,744,744
2785.505536,1.881e-25,4,6,752,752
2785.523265,1.86e-29,2,3,247,744
2785.560421,7.266e-29,3,3,245,242
2785.56241,6.497e-25,3,3,239,257
2785.573854,5.195e-25,3,3,744,744
2785.574123,2.081e-28,3,3,245,242
2785.585142,1.978e-24,3,4,744,744
2785.614193,4.265e-25,3,3,239,257
2785.617779,5.66e-25,3,3,239,257
2785.642272,4.238e-23,3,4,744,744
2785.650336,5.563e-28,4,6,752,752
2785.656101,3.201e-29,1,5,752,752
2785.659454,1.736e-23,3,4,744,744
2785.668153,1.195e-28,3,3,245,242
2785.669014,1.216e-27,3,3,744,744
2785.698806,2.58e-28,3,3,245,242
2785.700442,2.58e-22,3,5,744,744
2785.703096,2.629e-28,3,3,245,242
2785.706078,2.62e-25,3,6,752,752
2785.7182,2.382e-22,3,5,1127,744
2785.720768,1.336e-25,5,3,245,242
2785.722948,2.28e-24,3,3,239,257
2785.729689,3.19e-26,3,3,744,744
2785.740129,4.702e-29,1,4,752,752
2785.74552,1.619e-28,3,3,245,242
2785.755778,5.495e-26,3,6,752,752
2785.756367,4.667e-25,4,6,752,752
2785.80735,4.082e-27,3,3,245,242
2785.817842,1.859e-26,3,3,744,744
2785.832641,6.712e-29,3,3,245,242
2785.833698,7.587e-29,1,4,752,752
2785.838185,6.178e-25,3,3,239,257
2785.841516,3.892e-28,3,3,245,242
2785.844078,4.042e-28,3,6,752,752
2785.859688,1.629e-29,1,3,752,752
2785.861208,7.574e-28,3,3,245,242
2785.886245,2.438e-28,3,3,245,242
2785.938873,6.616e-25,3,3,239,257
2785.948027,4.113e-28,3,3,245,242
2785.948884,4.225e-25,3,3,239,257
2785.952776,4.039e-28,3,3,245,242
2785.956197,6.404e-27,3,3,245,242
2785.95669,8.867e-26,5,3,245,242
2785.991909,4.255e-28,3,3,245,242
2786.028468,7.028e-28,3,3,744,744
2786.029155,7.004e-24,3,6,752,752
2786.037951,8.883e-26,3,3,247,744
2786.038111,8.888e-26,3,3,247,744
2786.063936,2.674e-24,3,3,239,257
2786.077226,1.582e-26,3,3,245,242
2786.079701,5.948e-28,3,3,245,254
2786.086287,2.303e-28,3,3,245,242
2786.090591,2.984e-27,3,3,247,744
2786.093485,5.214e-23,4,5,744,744
2786.094207,3.547e-28,3,3,245,242
2786.097324,1.582e-26,3,3,245,242
2786.100255,4.577e-26,3,6,752,752
2786.106481,3.039e-27,3,3,247,744
2786.109302,6.811e-28,3,3,247,744
2786.110871,7.852e-25,3,3,239,257
2786.123051,3.005e-27,3,3,245,242
2786.151419,7.82e-29,3,3,245,242
2786.185747,2.571e-26,4,3,744,744
2786.189644,1.055e-23,4,4,744,744
2786.19445,3.388e-24,3,3,239,257
2786.19569,5.58e-25,3,3,239,257
2786.197074,6.564e-27,4,3,744,744
2786.199424,1.259e-28,3,3,744,744
2786.201654,1.062e-28,1,5,752,752
2786.2081,1.276e-27,3,3,744,744
2786.220488,1.344e-27,1,3,744,744
2786.221616,2.014e-27,1,3,744,744
2786.223865,3.365e-27,1,3,744,744
2786.238185,8.59e-26,4,3,744,744
2786.239344,2.767e-23,4,4,744,744
2786.254926,2.176e-26,4,6,752,752
2786.278717,2.543e-25,3,3,239,257
2786.298403,3.507e-26,3,3,744,744
2786.310626,8.93e-25,4,6,752,752
2786.31198,3.099e-26,3,6,752,752
2786.31249,3.128e-28,3,3,245,242
2786.324372,6.135e-25,4,3,744,744
2786.327644,6.265e-24,4,4,744,744
2786.33801,1.94e-27,3,3,245,242
2786.343809,3.707e-24,3,3,239,257
2786.347474,4.23e-26,4,3,744,744
2786.35238,6.712e-24,3,6,752,752
2786.361607,1.115e-28,3,3,245,242
2786.364405,3.884e-25,3,6,752,752
2786.372314,5.487e-26,3,3,744,744
2786.374438,3.898e-25,3,3,239,257
2786.388377,3.403e-24,3,6,752,752
2786.395372,2.521e-23,4,4,744,744
2786.403147,3.413e-26,4,3,744,744
2786.415635,1.58e-22,3,5,744,744
2786.425888,3.125e-25,3,3,239,257
2786.432848,7.044e-27,3,3,247,744
2786.434389,1.873e-24,3,3,239,257
2786.44685,1.836e-25,4,6,752,752
2786.452543,4.783e-25,3,3,239,257
2786.465578,1.113e-26,1,6,752,752
2786.48485,1.798e-25,4,6,752,752
2786.499828,1.161e-25,4,3,247,744
2786.504944,2.351e-25,4,6,752,752
2786.508385,1.576e-28,3,3,245,242
2786.517258,6.308e-26,3,6,752,752
2786.525938,2.857e-27,3,3,245,242
2786.532433,8.928e-28,3,3,245,242
2786.54024,3.005e-28,3,3,245,242
2786.54669,1.693e-28,3,3,245,242
2786.552533,3.639e-28,3,3,245,242
2786.560832,2.291e-28,3,3,245,242
2786.571547,2.836e-26,4,3,744,744
2786.576044,2.368e-24,4,6,752,752
2786.58363,1.693e-28,3,3,245,242
2786.589372,1.724e-28,3,3,245,242
2786.602431,1.619e-28,3,3,245,242
2786.602958,1.851e-24,3,6,752,752
2786.607548,4.076e-28,3,3,245,242
2786.611032,1.448e-22,3,5,744,744
2786.627,3.924e-23,4,4,744,744
2786.644208,1.792e-28,3,3,245,242
2786.646373,4.623e-24,3,3,239,257
2786.651481,1.059e-28,3,3,245,242
2786.655889,4.84e-25,3,6,752,752
2786.661217,4.058e-27,3,3,245,242
2786.663682,3.057e-25,3,3,239,257
2786.668936,4.581e-28,3,3,245,242
2786.677663,5.381e-25,3,3,239,257
2786.688037,3.294e-28,3,3,245,242
2786.692916,6.404e-29,3,3,245,242
2786.699819,6.19e-25,4,6,752,752
2786.702784,4.037e-26,1,6,752,752
2786.712745,4.187e-28,3,3,245,242
2786.718461,3.214e-28,3,3,245,242
2786.720109,3.793e-27,3,3,245,242
2786.723133,3.013e-29,1,4,752,752
2786.736745,3.331e-28,3,3,245,242
2786.737819,1.124e-24,4,6,752,752
2786.7536,1.967e-25,4,3,744,744
2786.769837,7.541e-27,3,3,247,744
2786.771289,2.776e-28,3,4,752,752
2786.778659,2.925e-28,3,3,245,242
2786.789061,6.465e-29,3,3,245,242
2786.8033,9.297e-24,4,4,744,744
2786.823771,1.841e-28,3,3,245,242
2786.827948,2.948e-25,4,6,752,752
2786.838049,4.744e-26,4,6,752,752
2786.841374,1.003e-23,4,4,744,744
2786.866547,9.982e-24,4,4,744,744
2786.872901,3.928e-28,3,3,245,242
2786.888689,2.768e-28,3,6,752,752
2786.8916,3.057e-23,4,4,744,744
2786.893749,1.547e-25,4,6,752,752
2786.920626,1.992e-28,3,3,744,744
2786.922118,8.475e-24,4,4,744,744
2786.930678,9.964e-25,3,3,239,257
2786.9345,1.589e-27,3,3,744,744
2786.95232,1.496e-28,3,3,245,242
2786.954967,1.773e-27,3,3,245,254
2786.961614,2.123e-27,1,5,752,752
2786.962928,2.315e-28,3,3,245,242
2786.965715,1.447e-24,3,3,239,257
2786.973641,2.757e-29,3,3,744,744
2786.975768,2.499e-26,3,3,744,744
2786.980505,1.811e-28,1,5,752,752
2786.997088,1.139e-27,1,5,752,752
2787.013281,9.139e-28,1,5,752,752
2787.031668,4.623e-25,3,3,239,257
2787.037988,2.722e-25,3,3,239,257
2787.040722,1.459e-28,1,6,752,752
2787.040997,5.46e-25,3,3,239,257
2787.056852,7.556e-28,1,6,752,752
2787.061572,1.071e-28,3,3,245,242
2787.066818,4.789e-23,4,4,744,744
2787.089841,3.319e-28,3,3,245,242
2787.097305,1.323e-28,1,5,752,752
2787.109714,4.366e-28,3,3,744,744
2787.124397,1.431e-29,3,3,744,744
2787.146962,2.001e-27,5,3,245,242
2787.152911,1.351e-27,3,3,247,744
2787.153838,2.36e-25,3,3,239,257
2787.170156,1.207e-26,1,6,752,752
2787.174202,1.057e-26,1,6,752,752
2787.174594,1.057e-26,1,6,752,752
2787.228026,2.606e-29,3,3,744,744
2787.235531,1.972e-25,3,3,744,744
2787.256347,1.128e-23,4,4,744,744
2787.275177,2.603e-25,3,3,239,257
2787.34638,1.638e-28,3,3,245,242
2787.35966,2.054e-26,1,6,752,752
2787.362178,2.481e-28,3,3,245,242
2787.368367,7.655e-28,4,3,744,744
2787.388464,1.23e-27,3,3,744,744
2787.401047,6.118e-23,4,5,744,744
2787.403849,4.863e-25,3,3,239,257
2787.404028,1.198e-28,2,3,247,744
2787.430076,1.706e-28,3,3,245,242
2787.4316,4.327e-26,3,3,744,744
2787.433118,1.859e-27,3,3,247,744
2787.436585,2.392e-29,1,4,752,752
2787.438899,4.622e-23,3,4,744,744
2787.439788,1.435e-22,3,5,744,744
2787.451206,8.321e-27,1,6,752,752
2787.461794,6.801e-27,1,6,752,752
2787.465365,1.429e-26,3,3,245,242
2787.468166,2.094e-28,3,3,245,242
2787.472695,2.703e-28,3,3,245,242
2787.475888,2.672e-27,3,3,245,242
2787.483068,8.453e-24,3,4,744,744
2787.488599,7.324e-25,3,3,744,744
2787.503074,4.035e-23,4,4,744,744
2787.522804,1.868e-21,4,6,744,744
2787.523934,2.352e-25,3,3,239,257
2787.524968,2.297e-25,3,3,744,744
2787.527231,6.082e-26,1,6,752,752
2787.529863,6.835e-29,3,3,245,242
2787.532429,3.279e-26,1,6,752,752
2787.538346,3.393e-27,3,3,245,242
2787.540223,1.559e-29,1,3,744,744
2787.544661,9.79e-28,3,3,245,242
2787.545526,1.056e-28,3,3,744,744
2787.549915,5.955e-28,2,3,247,744
2787.563067,1.575e-28,3,3,744,744
2787.572029,4.179e-28,1,5,752,752
2787.576899,9.137e-26,3,3,744,744
2787.597635,7.411e-29,3,3,247,744
2787.598872,3.235e-26,1,6,752,752
2787.610666,2.168e-24,3,3,239,257
2787.617468,1.049e-23,3,4,744,744
2787.6205,2.2e-24,3,3,239,257
2787.623768,4.09e-25,3,3,744,744
2787.635598,4.055e-26,1,6,752,752
2787.635829,8.293e-26,1,6,752,752
2787.639514,5.08e-27,3,3,245,242
2787.649536,6.896e-28,3,3,245,242
2787.679068,5.746e-27,3,3,744,744
2787.681268,1.687e-26,3,3,245,254
2787.685093,1.589e-28,3,3,245,242
2787.686475,2.02e-26,5,3,245,242
2787.74169,1.404e-28,3,3,245,242
2787.743641,3.713e-27,3,3,744,744
2787.748105,2.252e-25,3,3,239,257
2787.75294,1.404e-28,3,3,245,242
2787.756795,7.293e-29,1,5,752,752
2787.76168,1.317e-26,1,6,752,752
2787.767864,1.177e-28,1,6,752,752
2787.778867,4.146e-27,1,6,752,752
